ID,Class
2375148,neutral
2634155,positive
3544166,positive
5939896,negative
6301946,positive
494980,positive
3797446,positive
3264263,positive
3640481,positive
1348899,positive
6156775,negative
2532177,negative
5463947,positive
3621207,negative
5806167,positive
55555,positive
6534840,positive
6039361,positive
3415193,negative
3519084,positive
3190537,negative
5227846,positive
2639321,positive
1222834,neutral
5643966,positive
5339353,positive
2726500,positive
2700418,positive
3708957,positive
197874,positive
2850344,positive
3291517,positive
2809623,negative
2085418,negative
4798484,neutral
5617753,positive
3066717,positive
4608636,positive
2545756,positive
4400038,neutral
2189433,positive
3923489,negative
943346,positive
3440552,negative
3183464,positive
4336013,negative
6357051,negative
256887,neutral
288466,positive
4482502,positive
4830939,positive
2593064,neutral
1770078,negative
4198767,positive
1191929,positive
4590942,neutral
6254264,positive
4475738,positive
1765671,negative
5933447,positive
3911182,neutral
5006579,negative
1647035,negative
1423498,positive
5479935,positive
1510037,positive
4682904,positive
438304,negative
1235964,neutral
187300,positive
1966804,positive
2151243,positive
902800,negative
5991942,positive
1416059,positive
1648973,positive
1085633,positive
2618666,positive
3088547,negative
4381199,neutral
5789319,negative
3163128,negative
4424527,negative
3342371,neutral
2961746,positive
924964,negative
6514603,positive
2133905,negative
3712224,positive
1441455,positive
245985,positive
6104970,positive
3881519,positive
2683054,positive
6394631,negative
2534668,positive
2516473,positive
2871721,neutral
4440698,positive
3664221,positive
2033964,positive
787594,neutral
2340921,positive
2084050,positive
2771323,positive
4845555,positive
71061,positive
3554659,positive
3028072,negative
4114697,positive
915809,negative
5467482,positive
3972135,positive
5687925,positive
3786286,positive
2117501,positive
3456234,neutral
4207097,negative
330048,positive
3285375,neutral
2313928,positive
4197408,positive
6536870,positive
5132747,negative
2126557,negative
3944217,positive
4505153,positive
4814078,neutral
5434271,positive
3094217,negative
1676208,negative
6090216,negative
4590746,positive
1517335,positive
4137411,negative
6042783,positive
5046905,negative
2555604,neutral
5321481,negative
5574036,negative
1410260,positive
482289,negative
4258881,negative
3830613,positive
3809025,positive
4092000,positive
442829,negative
2185642,positive
3886974,positive
5545874,negative
2799056,neutral
6257139,neutral
5620677,positive
4122996,positive
3248688,positive
2177196,positive
6102031,negative
6451728,positive
4926472,positive
2360921,negative
3291158,negative
877033,positive
449805,positive
3890760,positive
757924,positive
3525366,positive
540047,positive
3409207,positive
4877252,neutral
5528798,negative
6009086,positive
4546650,positive
1546702,positive
2825681,positive
4415053,positive
3930616,negative
1132963,negative
4626236,positive
2270607,positive
1548655,positive
2842938,negative
6122281,positive
1200801,neutral
3777616,positive
5223415,positive
3932473,neutral
5023389,neutral
98624,positive
5826592,positive
5336968,positive
402735,positive
1199957,negative
1941234,positive
6526768,positive
6101822,positive
1840019,positive
4840855,positive
5134753,positive
3684794,positive
4660875,positive
6439268,negative
6533779,neutral
6092406,positive
578280,positive
1845275,negative
147440,positive
5064549,negative
6347653,positive
5607681,neutral
1358511,neutral
4658628,negative
4336586,positive
665637,positive
6645313,negative
4227975,negative
2980951,neutral
2021532,negative
6573291,positive
2713420,negative
5107829,negative
5224916,negative
5047138,negative
6357454,positive
2033877,negative
2182929,positive
2423449,positive
5430203,positive
2242984,neutral
4521505,positive
4430029,positive
1993280,negative
2619894,positive
2216073,negative
4267575,negative
4178823,negative
3922486,negative
5794316,positive
2709553,positive
386055,neutral
1856962,positive
1876965,positive
6108336,neutral
1837499,negative
3171957,positive
4258116,positive
6082013,positive
3111679,positive
745765,negative
5104868,negative
3229980,positive
5770288,negative
5619945,positive
994576,positive
2265375,negative
1160696,positive
5496578,negative
6550137,positive
2795444,positive
5043370,positive
1676575,positive
320610,positive
680206,positive
1413182,positive
662775,positive
6170616,positive
5523404,neutral
3971883,positive
2300272,negative
4761794,negative
6356119,positive
1224243,positive
4468569,negative
3618310,positive
354426,positive
4791727,neutral
5027081,positive
2797947,positive
4041198,positive
4364404,positive
3604111,neutral
3267385,neutral
3142773,positive
5362103,negative
978632,negative
5266773,positive
5736461,negative
3553630,positive
1159113,positive
5698494,negative
5675021,neutral
4074101,positive
455575,positive
6617886,negative
5703140,negative
287400,positive
6334834,negative
5785411,negative
994749,positive
795001,positive
1371984,positive
3793480,negative
2095775,positive
1945453,positive
5936124,negative
886913,positive
3027215,positive
3666965,negative
4621244,positive
4505716,neutral
2308898,positive
1797158,positive
548637,positive
4517256,negative
2981875,positive
6641520,positive
1222799,negative
3587587,positive
6008384,positive
2436937,positive
2460084,positive
4163923,neutral
3475213,positive
1591870,positive
6650644,positive
383610,positive
2585246,positive
3487159,positive
6234048,positive
6271362,negative
5168080,negative
639494,positive
5119425,negative
2448601,positive
273117,positive
1544430,positive
3091101,negative
3958214,positive
5868728,positive
4418891,positive
4694604,negative
1918539,positive
2261027,positive
498346,neutral
3941386,neutral
3638511,positive
3125276,negative
4346226,positive
2411447,positive
1587721,positive
1666907,positive
4752408,negative
5882381,positive
2308656,positive
1232237,positive
3192962,positive
4253617,positive
2017885,positive
3772992,positive
5372721,neutral
2096999,negative
536083,positive
1156171,positive
5893921,neutral
5527887,neutral
2445013,positive
3560068,neutral
5311878,positive
4931697,negative
2533855,negative
1352880,positive
2325194,positive
428058,positive
13965,positive
5945579,positive
4336485,positive
894594,positive
1884770,positive
3370845,positive
1976637,positive
3664410,positive
3918966,negative
3967822,positive
3373154,positive
4274412,positive
111219,neutral
1838365,negative
4766736,neutral
6602758,negative
1345353,positive
3373430,neutral
6093183,positive
4109929,negative
1565414,positive
1244041,negative
6360546,positive
1424033,positive
5299849,neutral
6637173,positive
2097082,positive
6502658,negative
6318138,negative
5000319,positive
5209496,positive
584398,positive
3428804,positive
4832143,positive
6438043,negative
3654439,negative
456249,negative
3589850,neutral
5160593,neutral
4388468,positive
3394722,neutral
3571152,positive
1029619,positive
3386710,positive
1131827,negative
4234856,positive
1549014,positive
1327029,positive
813394,positive
2296566,positive
4571176,positive
5722518,negative
6513545,negative
5270913,positive
5289922,positive
4802543,negative
1778075,negative
5823873,positive
1089401,positive
2546744,positive
4964718,positive
4685120,negative
4888102,positive
3084466,positive
1244881,negative
2991536,positive
4671435,positive
5999708,positive
2103676,positive
232290,neutral
3167733,positive
938901,positive
2807830,positive
5379073,positive
1702771,positive
1927487,neutral
6064425,positive
3645941,positive
4759479,negative
2571757,positive
2526535,positive
1918168,negative
4652070,positive
3331336,positive
5281894,positive
4688099,positive
3171353,positive
6399599,negative
1588926,positive
1181272,positive
136779,positive
2385316,positive
4179568,negative
5458562,positive
5083952,positive
2654597,positive
6479791,positive
538520,positive
1041076,positive
4975632,positive
5992423,positive
609491,neutral
5784583,negative
1223018,neutral
722204,negative
4019398,neutral
1867631,positive
6604625,positive
1657518,positive
1299684,positive
5070945,positive
5927823,positive
4257245,positive
6065179,positive
1745058,positive
3684435,negative
4214351,positive
942249,positive
3035628,positive
1517591,positive
6043111,positive
4968984,positive
3865140,positive
4892935,positive
2515008,neutral
6117363,positive
5813639,negative
4567197,positive
2301654,positive
2215140,positive
2079015,positive
1813683,positive
3659910,positive
5702326,negative
6620787,neutral
6350775,negative
2371496,positive
2863322,negative
5190328,negative
3076666,positive
1865942,negative
2923463,neutral
1306897,positive
5785135,positive
5785723,negative
6260630,negative
6290512,positive
5222296,positive
2328336,positive
3423311,neutral
4154985,neutral
156063,negative
4809621,neutral
1940713,positive
510732,positive
6205146,positive
4853780,positive
1157814,negative
5595235,positive
1053603,positive
832607,positive
4198810,neutral
3364697,positive
3766875,positive
6271207,neutral
2772420,negative
4379852,negative
51019,neutral
5907040,negative
1911953,negative
5172806,negative
6031583,positive
1940694,positive
3219249,positive
3146262,positive
1951827,negative
549660,positive
3038027,positive
3672112,positive
4143667,positive
6506138,positive
5508387,positive
1228810,negative
4048395,negative
425273,negative
3746279,neutral
1269866,positive
3895925,neutral
2261593,positive
3620001,positive
3625853,positive
1892330,neutral
286547,positive
1707939,positive
456047,positive
4210427,positive
3609439,positive
2608932,neutral
2894750,positive
5182593,positive
3176942,positive
6623679,positive
4680102,neutral
2077315,negative
5104363,negative
3750614,positive
228943,positive
871006,positive
6607482,negative
4937725,positive
1519465,positive
3939919,neutral
4177110,neutral
3771896,negative
1249485,positive
4611285,positive
6273386,positive
129484,positive
5745877,neutral
6296551,positive
610115,neutral
4360041,positive
4475598,negative
437582,negative
1515498,positive
1812506,positive
4040299,positive
4413459,positive
1876734,positive
4496538,negative
5711598,negative
3654825,positive
4742968,positive
2203671,positive
2302131,negative
1085812,positive
1964820,positive
5926989,positive
2165643,positive
415079,negative
1880152,positive
152939,positive
5125037,positive
696137,negative
6456930,negative
6538655,positive
6625403,positive
489160,positive
2372806,positive
5279935,positive
6411720,positive
547051,positive
2102217,positive
3510511,positive
730435,neutral
3085062,negative
1364796,positive
6642154,neutral
518226,positive
3692801,neutral
563025,positive
1571000,positive
6010943,negative
4258800,negative
403426,positive
3925882,positive
5396620,negative
6476672,positive
3061996,negative
319166,positive
6245967,negative
6463212,positive
4094881,positive
3060499,positive
3814907,positive
90778,positive
536109,positive
1088171,positive
3336165,neutral
5447350,positive
2176177,negative
5586007,negative
3768075,positive
3604160,negative
2493189,positive
2474915,positive
5223610,positive
5843952,positive
4907841,neutral
6387803,neutral
5245175,positive
3324902,positive
1978924,positive
6375815,negative
2988401,positive
5231663,positive
5498058,positive
1692456,positive
3555042,positive
5843887,positive
4924962,neutral
6394523,positive
3101528,positive
5030404,negative
2719328,positive
3840032,negative
4424552,negative
4517043,negative
5060551,neutral
2378902,positive
2072355,positive
1078039,positive
2344560,positive
1775391,negative
1643840,positive
5893894,negative
4847650,negative
2797824,positive
5366875,neutral
5038828,negative
5700233,positive
3171197,positive
6410113,positive
5499801,positive
461202,positive
5079309,positive
2752080,positive
2729258,positive
4432234,negative
6046870,negative
76119,neutral
1778766,negative
1532624,positive
301805,positive
2930330,neutral
3144554,negative
2950887,positive
6337679,positive
212103,negative
5413668,positive
2404715,positive
2649328,negative
2572960,positive
754281,neutral
1090892,positive
3784908,positive
6586630,positive
4538231,neutral
583999,negative
5569454,negative
3223806,positive
4218945,positive
5677899,positive
73319,negative
4954131,positive
461224,negative
5847993,neutral
5387546,positive
5958549,positive
3588126,positive
598507,positive
2857263,negative
5243425,positive
6184638,neutral
824576,positive
6171003,negative
5154675,negative
6441775,negative
1516823,positive
5696064,positive
4325866,negative
515404,positive
5117658,negative
3961267,negative
140275,positive
4549041,positive
3150351,positive
1000052,negative
341683,negative
3368547,positive
2979695,positive
4547549,positive
1173163,positive
634994,positive
4679719,positive
5538521,negative
3515880,positive
4470108,positive
1601247,positive
4097498,positive
1616359,neutral
3294762,positive
91149,positive
523555,positive
4956164,positive
143447,positive
6588684,positive
363606,positive
2718953,positive
2996570,positive
6440060,negative
3149977,positive
4676038,negative
3036794,neutral
6087370,positive
3323370,positive
438236,negative
3160973,positive
4819671,negative
3433478,negative
4844487,positive
4619594,positive
102515,positive
5199995,negative
1444808,positive
48025,neutral
3139700,neutral
4275538,positive
4763066,negative
2112044,positive
2489145,positive
2963368,negative
2510128,negative
1441102,negative
5703361,positive
5241603,positive
6269838,negative
321938,positive
1761602,negative
2046251,positive
2306149,positive
548369,positive
4485908,positive
6199371,negative
610349,negative
3774283,positive
3134395,positive
5829764,positive
5666345,neutral
901984,negative
5254065,positive
5974303,negative
5564073,positive
3427156,positive
6128816,neutral
6171206,positive
6107390,positive
5236563,positive
2504185,negative
1784834,positive
2986722,positive
2146115,positive
5589882,negative
1486940,positive
5003671,negative
1883011,positive
6241176,positive
4694907,negative
3791154,positive
483213,negative
857993,neutral
1497852,positive
2576354,positive
192522,negative
1707113,positive
357312,negative
2699171,negative
26142,positive
3718921,neutral
3074134,positive
3187894,positive
112087,positive
3909043,negative
1566263,positive
4224908,positive
994598,positive
4717422,positive
3801794,negative
5636024,positive
3027204,negative
5705700,positive
3169365,negative
1796453,positive
1582205,positive
4428938,positive
5151900,neutral
1320568,negative
2611285,negative
5250378,positive
1807767,positive
297824,positive
6516471,positive
2274989,positive
1699847,negative
119349,neutral
4625627,positive
3407464,negative
238429,positive
1909446,positive
3894239,positive
1523876,positive
217657,positive
2413229,positive
804878,negative
3332915,positive
796818,positive
3525996,positive
1165245,positive
3312795,negative
702216,positive
6535422,positive
4713170,positive
6352618,positive
5064169,negative
4862541,positive
4434903,positive
4691021,negative
2860035,positive
4713555,positive
4211879,positive
5069220,positive
4012687,positive
2249956,positive
4206024,positive
131093,positive
1271992,positive
4447484,positive
3434857,positive
813192,positive
6106392,negative
4164925,negative
95315,negative
890610,negative
2000584,neutral
1007735,positive
5686197,positive
6483238,positive
1306204,positive
5404413,neutral
208838,negative
5443971,positive
1471541,positive
4823465,positive
5983373,positive
4804046,negative
4570683,positive
6397009,negative
5705519,positive
4846287,negative
3299945,positive
5563457,negative
3016085,positive
3505353,positive
1429174,neutral
5987367,positive
2497714,positive
4627075,positive
3102261,negative
5177318,negative
4987897,negative
2587997,neutral
3322964,positive
5571570,negative
462409,negative
5650430,positive
5130208,positive
2947053,neutral
2280834,positive
5510835,positive
2268398,positive
2071932,neutral
4545571,positive
2315470,negative
2516591,negative
4270043,positive
5564333,positive
729224,positive
869131,positive
5077024,negative
3126748,negative
2136366,negative
112146,positive
6413070,positive
4582372,positive
772564,positive
5727872,neutral
2791432,negative
3382315,positive
3325039,positive
235534,positive
6291140,positive
5432868,positive
3843582,positive
2835830,negative
3239827,negative
5611001,neutral
2210998,positive
2810057,positive
85986,positive
2906693,positive
2626392,negative
162678,positive
4087286,negative
433632,positive
181153,positive
4498115,positive
3415946,neutral
1320838,positive
2732712,negative
1275608,positive
321566,negative
5384938,positive
814239,positive
3787234,positive
6514341,positive
1427819,positive
3431180,positive
3688927,positive
2262967,positive
2722175,positive
5091887,positive
2079154,positive
2332653,positive
1132772,positive
5046232,positive
961348,negative
2461441,positive
233938,positive
5544008,positive
2657581,positive
2843667,negative
4276217,positive
5963673,negative
571506,neutral
4627378,negative
1797043,neutral
6361450,negative
5586232,negative
2595580,negative
1763839,negative
3748397,positive
2987308,positive
735055,positive
3940573,neutral
2477838,neutral
5036924,neutral
2992232,positive
2393633,positive
1125653,negative
4683507,positive
6495403,positive
4375390,neutral
1306225,positive
2753016,negative
2835939,positive
6354083,positive
4023511,positive
5860283,positive
3341039,positive
382501,positive
4347583,positive
6267761,positive
4728509,positive
2382240,negative
5169101,positive
4241289,positive
3410206,negative
3558398,positive
1014712,positive
626674,negative
4531243,positive
6234176,neutral
1372066,negative
1897342,negative
2067422,positive
894865,positive
3254519,positive
1781664,negative
3678467,positive
142998,positive
6597697,positive
6466937,positive
1564852,positive
1176779,positive
5163165,neutral
863984,positive
272697,positive
1829658,negative
6580868,positive
4893968,negative
5138482,positive
4221580,negative
2617645,positive
5539296,negative
1898221,positive
1343844,neutral
4533018,neutral
3706711,positive
3816979,negative
1988937,positive
4445001,positive
381117,positive
3789107,positive
5467654,positive
27010,negative
3598625,positive
1978563,neutral
2860088,positive
6222841,positive
6153092,negative
1025117,positive
1787469,negative
4321300,negative
4336087,negative
3583058,positive
665745,negative
1058682,neutral
2687734,positive
1739451,negative
889754,negative
686702,positive
4649181,positive
154213,positive
1299884,positive
3533799,positive
5670305,positive
1639729,positive
6642457,neutral
5995612,positive
287082,positive
2151039,positive
1539370,positive
3347508,negative
5852714,negative
1305898,positive
3801363,positive
621444,positive
5349480,positive
3926844,neutral
3645997,positive
4148313,positive
4765706,positive
3403490,positive
4942454,negative
2875432,negative
789578,positive
5481091,positive
5619320,positive
2803523,negative
5189003,positive
4522527,negative
3996480,positive
3975200,positive
4973762,neutral
5137558,positive
3616432,positive
170257,negative
5046690,positive
1477517,positive
501489,positive
4977434,positive
4813942,positive
6628187,negative
6248228,negative
4479279,negative
6563410,positive
3538235,positive
3221772,positive
5177027,negative
4580603,negative
5420283,positive
3971836,negative
2032195,negative
3496049,positive
4588647,positive
5455770,positive
3632642,neutral
1483961,positive
5351873,positive
4354498,positive
2785363,neutral
6366567,neutral
1571356,positive
5339042,positive
1779231,negative
1992447,positive
1032293,positive
5947449,negative
1457128,positive
1117814,positive
1711560,positive
2093121,negative
2378448,positive
4297489,negative
5927152,negative
4743586,neutral
1362107,negative
1876386,positive
5827892,positive
1461469,positive
3693660,positive
4817426,positive
2098511,positive
1341385,positive
4133837,positive
4413245,negative
4735293,positive
1251834,neutral
5275064,positive
2194950,positive
3780324,positive
421475,negative
4806898,negative
1380062,neutral
5805932,positive
4646299,positive
4894728,negative
5825091,positive
1428681,positive
3534369,positive
3746970,positive
2871166,positive
1546070,positive
1919265,negative
1501757,positive
5022186,positive
4628369,positive
408963,positive
5462668,negative
649903,positive
3083203,positive
3012755,positive
1844167,positive
1843888,negative
6558884,positive
1536925,positive
5589285,positive
6426659,positive
2244596,positive
5076160,positive
5643775,positive
1403326,neutral
2822319,positive
5584948,negative
3079428,negative
1140768,neutral
499164,neutral
3136953,positive
3216945,negative
4229023,positive
2269436,positive
2648348,positive
3636626,positive
2743355,positive
6038025,positive
6014795,negative
5350897,positive
1274589,negative
113132,positive
4665964,positive
4437438,positive
2036704,positive
610651,positive
1413868,positive
6515217,positive
5742627,negative
22914,neutral
3008680,negative
4205434,negative
209421,positive
1007772,positive
5305746,positive
679181,positive
5100872,positive
1734207,positive
1442105,positive
5137840,neutral
3688085,positive
1758420,positive
2545132,negative
6645467,positive
3552302,positive
4592134,positive
918333,negative
3804404,positive
2028419,negative
596351,positive
1728828,neutral
2451692,positive
4004521,positive
1106764,positive
5669181,positive
5330166,positive
3671631,positive
4467838,positive
112527,positive
4304200,positive
3653080,positive
6648194,positive
2159567,neutral
2617053,negative
1050147,positive
1005441,positive
6110760,positive
758156,positive
34364,positive
4061062,positive
5671124,negative
1719966,positive
4987863,negative
2596862,negative
317698,positive
4559253,negative
1586657,positive
4593780,positive
4951716,positive
5350616,positive
162137,positive
3393643,positive
5093172,negative
161903,positive
1609633,positive
4191496,positive
1737201,positive
1808509,positive
5167697,positive
2881106,positive
4526602,negative
148558,positive
83283,negative
1093473,positive
5067827,positive
5488309,positive
5589652,negative
4973266,negative
3191312,negative
3307823,neutral
3010546,positive
5394268,negative
2445690,positive
1065072,positive
4703140,negative
3075886,negative
5256836,positive
5718093,neutral
535997,positive
1946494,positive
2992932,positive
2942935,positive
6119602,neutral
191616,positive
6387085,neutral
1806207,positive
410088,positive
4168810,negative
840412,positive
6621175,positive
5843390,neutral
4225630,positive
3082349,neutral
2032259,positive
4252785,negative
3630315,neutral
5405366,positive
6644512,positive
927141,negative
3105902,positive
5261250,positive
1517313,positive
3144480,negative
4554518,positive
4280704,negative
94589,positive
6617392,negative
5304622,positive
6653853,positive
4581325,positive
273770,positive
4344474,positive
2935952,positive
946816,positive
6645162,negative
197735,positive
3764858,negative
528184,positive
1364482,negative
3276816,positive
6010113,positive
6641115,negative
2123547,positive
71598,positive
1341479,positive
4962729,negative
3555232,positive
1033473,positive
5780672,positive
1858508,positive
1998440,positive
6051684,neutral
1474354,positive
419591,negative
506606,positive
990818,positive
4775769,positive
3514814,positive
439486,negative
4981691,positive
426888,positive
2900320,positive
663745,neutral
5420883,positive
4377980,positive
5118618,negative
5991525,positive
4315294,positive
1061958,positive
5556944,negative
339061,negative
2275239,negative
1322274,positive
2039858,positive
5139836,negative
127296,positive
4272428,neutral
5772577,positive
1127931,positive
2508086,negative
796435,positive
4806008,positive
3454962,positive
3118120,positive
4249180,positive
213752,positive
108738,negative
2368359,positive
2284666,positive
4769314,neutral
680822,negative
926769,negative
6470804,positive
4003293,negative
234989,negative
2561818,neutral
6253370,negative
3512762,positive
4533391,positive
2271497,positive
3077930,negative
2082212,positive
5097233,positive
1471566,positive
704720,positive
253273,positive
6394001,positive
550008,positive
3586228,positive
3165813,neutral
5670211,positive
3652875,positive
6307496,negative
5869147,negative
269707,positive
5077780,positive
4857949,negative
5897987,negative
3744198,neutral
5613475,positive
4474639,positive
183466,neutral
3197745,positive
2613333,positive
5132538,positive
3544187,positive
6214738,positive
4419233,positive
3480643,positive
2765553,positive
5724777,positive
2598980,positive
803398,negative
2355684,positive
6480982,positive
5211562,positive
5221147,positive
4381740,positive
5877970,positive
1836586,positive
682186,positive
2612735,positive
157817,positive
2010101,negative
2911066,negative
1310567,positive
5207104,negative
2912779,neutral
3482485,positive
4041566,negative
6340697,positive
4456538,positive
3522437,positive
3560711,negative
886291,negative
4191039,negative
4416285,positive
3870877,positive
6120739,positive
1241382,negative
5423054,positive
6563042,negative
3820596,positive
3200364,positive
269623,positive
911324,positive
5960679,positive
3061781,positive
2955957,positive
604475,positive
90804,positive
6381041,positive
4687455,positive
1888638,negative
5387335,positive
2364274,positive
4256761,positive
5108062,negative
2890972,neutral
157104,positive
461892,positive
2822644,negative
1258285,negative
4054149,positive
1107445,positive
137781,positive
6437889,negative
93341,positive
2210483,positive
6094653,positive
5529306,neutral
136065,positive
1619885,negative
3193514,negative
5813307,negative
6390693,positive
1489814,positive
4398495,negative
2234510,positive
992441,positive
3314295,positive
3736360,positive
5945137,positive
6090756,positive
2315549,negative
2419238,positive
1321472,positive
399214,positive
2151182,positive
3251229,negative
6285576,positive
879718,positive
5876096,positive
1023706,positive
6256731,neutral
1576467,positive
6588341,positive
3525945,positive
847311,positive
2651057,negative
3157826,positive
38023,negative
5529726,positive
3364958,positive
6515583,negative
3057821,positive
5133177,negative
4569786,positive
6105311,positive
6320896,positive
3655901,positive
3914654,positive
2676047,negative
4670655,positive
1932234,positive
4126769,positive
2677131,negative
2375000,positive
880917,negative
5877277,positive
131831,neutral
851085,positive
1739470,negative
6488705,positive
59465,negative
3425388,negative
6182583,negative
5907887,positive
4722273,neutral
398,positive
2489817,positive
2528047,positive
6236511,positive
2077032,positive
4477605,positive
2591677,positive
433058,positive
2619824,positive
508710,positive
2359422,positive
2818594,negative
1646123,positive
4102202,negative
3518038,positive
676069,negative
4220996,negative
37054,neutral
5356545,negative
2132738,positive
3704388,positive
6087732,positive
5329397,positive
5884903,negative
1913556,positive
693694,negative
2304518,positive
48879,neutral
4120479,positive
3015979,negative
1055598,positive
4312977,positive
2762192,positive
3768007,positive
4623244,positive
5320506,positive
356418,negative
3778554,negative
347220,negative
4752939,neutral
3303402,positive
769267,neutral
5957961,positive
585687,positive
4862159,positive
1823514,neutral
325398,negative
1617129,negative
436416,negative
1903525,positive
2400673,positive
6628173,negative
4070555,positive
5980304,negative
2629364,positive
4435160,positive
771063,positive
2151358,positive
5122172,neutral
2562210,negative
4347781,positive
2237972,positive
6273943,positive
1654567,positive
4901710,positive
170801,positive
4655894,positive
5360488,positive
2902903,positive
1405129,negative
4569718,positive
5082120,negative
673046,positive
888868,negative
3548818,neutral
4093898,negative
4860425,neutral
295571,positive
5360019,positive
5406332,negative
6625026,positive
2617386,positive
4169381,positive
2828496,negative
3852441,positive
692543,positive
1949222,positive
5468739,neutral
4406542,positive
5515051,negative
251078,negative
4734124,negative
5849136,positive
1118949,positive
3335239,positive
2206494,positive
6423315,positive
4540008,positive
5664640,neutral
6491869,positive
5791355,positive
1612057,negative
6261954,negative
43158,positive
1362229,neutral
3038312,neutral
3303814,positive
2558441,neutral
4244255,positive
5270187,neutral
6004483,positive
2643245,positive
6138010,positive
6472901,positive
920789,negative
2879788,neutral
2472651,positive
5673390,positive
4802380,negative
2483942,positive
258527,positive
1076820,positive
3291071,positive
3798816,neutral
1574098,positive
449186,neutral
4665457,neutral
339971,positive
1736613,negative
1227525,neutral
3272217,positive
866349,positive
5025464,negative
2267416,negative
3852520,neutral
3848213,negative
13180,positive
1669723,positive
3226662,neutral
1639227,positive
6564577,negative
4221853,negative
5561258,negative
2931183,negative
4943848,negative
488605,negative
5549916,negative
3828580,positive
1951195,negative
1076649,positive
5461234,positive
75600,neutral
3759312,positive
5187480,positive
2387961,positive
5431526,positive
5502072,positive
641637,negative
3624651,positive
2398497,positive
643619,neutral
453626,positive
2270891,neutral
6046366,positive
371606,positive
6177653,negative
6258283,positive
5206717,positive
918417,negative
947527,positive
3833662,positive
1437065,positive
1494371,positive
3646463,positive
5995715,positive
162451,positive
5567274,positive
1066037,positive
3111320,neutral
2810719,negative
5891852,negative
5903842,positive
6364725,positive
1576159,positive
4043796,negative
3609190,positive
753233,neutral
1486627,positive
1810691,negative
448608,positive
4867330,positive
4493145,positive
2404927,positive
6376142,positive
4406577,neutral
5586377,negative
1101143,positive
4595818,positive
5044911,positive
4328975,positive
3850083,positive
3150746,negative
5866638,neutral
2740110,positive
5149957,positive
5984462,positive
4328159,positive
5319565,positive
3961252,neutral
5460788,negative
2872979,negative
6506538,positive
4286570,positive
6028723,positive
1380489,negative
5844593,positive
6063632,negative
4907077,neutral
6180643,positive
179399,neutral
5305026,positive
1626209,positive
5319476,positive
2155351,positive
3193700,positive
4611796,negative
3442839,positive
3526238,positive
1180651,neutral
2736223,negative
1266535,positive
2983350,positive
1505810,positive
1325854,negative
1312928,positive
5672555,positive
2029688,neutral
5408329,neutral
6250625,negative
1880928,negative
1766668,negative
2871027,positive
5588976,positive
5714452,positive
3673794,positive
5663550,positive
6642244,negative
2320799,positive
3127915,positive
2680027,positive
4444975,positive
3273629,negative
5971442,positive
3193130,positive
4765743,positive
3988708,negative
6484456,positive
5124351,positive
2054167,negative
1716683,positive
3221651,positive
2211878,positive
5270707,negative
3125858,negative
5850863,positive
2960746,negative
6393904,positive
5859786,positive
1331372,positive
1543801,positive
6556549,positive
3499732,positive
1054171,positive
1475387,positive
368040,positive
4893792,positive
3456369,positive
3770006,negative
76638,positive
6219548,positive
2804965,positive
3868742,negative
4382458,negative
2478705,positive
1590386,positive
2411749,positive
3443195,negative
4326802,positive
3661709,positive
1426548,positive
4728906,positive
2917986,positive
4897951,neutral
1200444,positive
1794205,positive
2203382,positive
3516141,positive
6572201,positive
3127085,positive
882801,neutral
1300324,positive
4261706,positive
5612602,negative
3893668,positive
4768632,positive
6577146,positive
3607118,negative
1577113,positive
4983206,positive
4568908,positive
6067191,positive
5185871,positive
6147023,neutral
2472068,negative
6647706,negative
1885633,positive
4076959,positive
5181745,positive
5074824,neutral
6643769,positive
1688628,positive
172452,neutral
6255565,positive
5585207,negative
2631844,positive
1819747,positive
1663426,neutral
2136220,neutral
5913960,negative
5523625,positive
3947001,negative
4135685,positive
1298220,positive
5526037,neutral
5514523,positive
2069747,positive
5298785,positive
5906169,neutral
2110372,positive
5650022,positive
173952,positive
3705208,positive
954993,neutral
5253529,positive
574996,positive
5739570,positive
4388208,negative
2119882,positive
947397,positive
6494484,positive
732776,neutral
1071584,negative
2636467,negative
517056,positive
2918856,negative
2032541,positive
77488,positive
3251713,negative
3305448,positive
2659449,negative
1669169,positive
5272674,positive
6287176,negative
3632711,neutral
2972366,positive
1337296,positive
3848197,negative
3272880,positive
4263823,positive
1441428,positive
6217105,positive
3265944,positive
6515696,positive
2148437,positive
6169727,positive
3929136,negative
4783916,positive
6645728,positive
4210010,neutral
999323,positive
5105172,positive
702945,positive
1260757,neutral
3229051,neutral
5244139,positive
5205537,positive
320133,positive
802239,negative
1460829,positive
3909915,positive
4915378,negative
4357087,negative
3016324,positive
1233503,neutral
557982,positive
2707501,positive
1355191,neutral
376239,positive
548647,positive
1074824,positive
1555445,positive
1388446,positive
3156527,neutral
2153594,positive
2584338,neutral
4105957,positive
5225992,positive
419010,positive
4421906,positive
4384020,positive
1491982,positive
5727497,negative
388279,negative
2988557,positive
5762719,positive
6590240,positive
1502197,positive
3094088,negative
780258,positive
1419218,positive
1512660,neutral
3794274,positive
1081393,positive
1879146,positive
3978945,positive
1051400,positive
4494404,positive
1878034,positive
5715117,positive
2115784,positive
1021756,positive
2463682,positive
6501308,positive
4380410,positive
1844438,neutral
6531644,positive
6055101,positive
2310871,positive
4895571,positive
4076848,positive
4747077,positive
3481713,positive
